matchResult,redCards,yellowCards,possession,shootTotal,goalTotal,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,passTry,passRate,shortPassSuccess,shortpassRate,longpassSuccess,longpassRate,tackleTry,tackleSuccess,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
3,0,0,52,9,2,5,1,4,1,156,0.948717949,112,0.973913043,4,0.8,15,14,2,0,5,0,0
3,0,0,55,4,3,1,2,1,1,89,0.91011236,56,0.965517241,1,0.25,12,9,1,0,3,0,0
3,0,0,50,4,2,1,2,2,0,90,0.888888889,58,1,1,0.111111111,6,4,1,0,3,0,0
3,0,0,53,7,2,5,2,2,0,140,0.9,93,0.96875,0,0,15,12,1,0,5,0,0
0,0,0,50,3,0,2,0,1,0,89,0.887640449,62,1,2,0.285714286,9,6,3,0,2,0,0
3,0,0,41,9,4,6,4,3,0,110,0.972727273,77,0.987179487,2,1,16,9,2,0,6,0,0
3,0,1,50,5,2,2,1,2,0,144,0.9375,97,0.989795918,4,0.666666667,17,13,0,1,3,1,0
0,0,0,58,3,0,2,0,1,0,119,0.848739496,77,0.950617284,3,0.25,11,8,2,0,2,0,0
0,0,0,44,2,1,2,1,0,0,92,0.934782609,65,0.984848485,1,1,10,8,0,0,1,0,0
3,0,0,48,4,2,4,2,0,0,83,0.927710843,57,0.982758621,2,0.4,10,8,1,0,4,0,0
3,0,1,46,4,1,3,1,1,0,94,0.968085106,69,1,2,0.666666667,10,6,2,0,2,0,0
0,0,0,46,1,0,0,0,1,0,91,0.956043956,65,0.984848485,1,0.333333333,9,6,0,0,0,0,0
3,0,0,54,7,1,6,1,1,0,102,0.911764706,72,1,0,0,9,6,5,0,4,0,0
3,0,0,47,3,3,1,1,1,2,86,0.953488372,56,0.965517241,3,1,10,5,0,0,3,0,0
3,0,0,57,5,2,4,2,1,0,108,0.925925926,71,0.97260274,1,0.333333333,10,7,2,0,4,0,0
3,0,0,52,7,3,6,2,1,1,87,0.850574713,50,0.925925926,1,0.166666667,11,10,5,0,6,0,0
0,0,0,52,7,0,5,0,2,0,125,0.92,90,0.957446809,1,0.333333333,23,18,0,0,4,0,0
0,0,0,56,9,2,9,2,0,0,114,0.947368421,83,0.965116279,2,0.4,5,3,1,0,5,0,0
0,0,0,52,4,0,4,0,0,0,97,0.896907216,71,0.946666667,6,0.5,8,6,4,0,3,0,0
3,0,0,37,3,1,3,1,0,0,68,0.955882353,49,1,0,0,9,7,0,0,2,0,0
3,0,0,44,5,1,5,1,0,0,125,0.896,89,0.946808511,1,0.166666667,13,11,3,0,3,0,0
3,0,0,49,12,1,11,1,0,0,98,0.846938776,56,0.949152542,2,0.2,16,13,5,1,10,0,0
3,0,0,59,6,2,6,2,0,0,122,0.942622951,92,0.978723404,1,0.166666667,10,7,2,0,5,0,0
3,0,0,46,7,4,5,3,2,1,89,0.93258427,65,0.984848485,4,1,11,8,0,0,6,0,0
0,0,0,48,5,1,3,1,2,0,92,0.923913043,71,1,1,0.2,9,6,2,0,2,0,0
3,0,0,46,5,3,4,3,1,0,106,0.971698113,78,1,0,0,14,10,0,0,3,0,0
0,0,0,56,3,0,3,0,0,0,116,0.913793103,77,0.974683544,2,0.333333333,5,5,3,0,1,0,0
0,0,0,64,9,1,6,0,3,1,120,0.9,75,0.961538462,5,0.5,7,6,4,0,7,0,0
3,0,0,46,2,2,2,2,0,0,81,0.913580247,54,0.981818182,1,0.333333333,11,9,0,0,2,0,0
0,0,0,54,5,0,4,0,1,0,99,0.939393939,69,0.985714286,1,0.333333333,6,6,3,0,4,0,0
3,0,0,48,7,3,5,3,2,0,82,0.951219512,55,0.948275862,3,1,11,8,3,0,6,0,0
3,0,0,51,4,1,3,0,1,1,111,0.90990991,84,0.965517241,1,0.166666667,9,8,2,0,3,0,0
0,0,1,55,2,1,2,1,0,0,131,0.923664122,98,0.98,1,0.2,9,6,2,0,2,0,0
0,0,0,48,1,0,0,0,1,0,92,0.891304348,57,0.919354839,1,0.2,14,9,0,0,0,0,0
3,0,0,49,8,3,5,1,2,1,95,0.926315789,60,0.967741935,4,0.444444444,9,7,4,1,7,1,0
0,0,0,55,4,2,3,2,1,0,110,0.936363636,74,0.973684211,2,0.4,12,9,0,0,3,0,0
3,0,0,53,6,2,5,2,1,0,106,0.943396226,84,0.976744186,1,0.333333333,10,9,1,0,3,0,0
0,0,0,48,3,2,3,2,0,0,85,0.894117647,62,0.925373134,0,0,8,7,0,0,3,0,0
3,0,0,49,9,3,8,3,1,0,76,0.934210526,45,0.957446809,3,1,10,8,1,0,7,0,0
3,0,0,59,7,2,7,2,0,0,112,0.928571429,77,0.987179487,1,0.142857143,4,3,5,0,5,0,0
0,0,0,46,0,0,0,0,0,0,81,0.87654321,56,0.965517241,2,0.333333333,8,3,0,0,0,0,0
0,0,0,50,0,0,0,0,0,0,106,0.933962264,84,0.976744186,0,0,9,8,0,0,0,0,0
1,0,0,54,3,0,2,0,1,0,114,0.921052632,88,0.977777778,1,0.2,11,6,4,0,1,0,0
3,0,0,48,4,2,3,2,1,0,78,0.935897436,56,1,3,0.5,13,11,0,0,3,0,0
3,0,0,58,4,1,4,1,0,0,121,0.950413223,87,1,2,0.5,11,6,1,0,3,0,0
1,0,0,45,6,1,5,1,1,0,75,0.906666667,45,0.957446809,0,0,17,13,1,0,2,0,0
1,0,0,51,5,2,5,2,0,0,108,0.953703704,77,1,0,0,8,5,0,0,4,0,0
0,0,0,46,3,2,3,2,0,0,102,0.911764706,72,0.98630137,0,0,17,14,2,0,2,0,0
0,0,0,53,5,1,3,1,2,0,96,0.927083333,67,0.957142857,1,0.5,8,4,0,0,2,0,0
3,0,0,53,4,2,4,2,0,0,149,0.939597315,111,0.965217391,2,0.4,12,11,0,0,4,0,0
3,0,1,44,8,3,7,3,1,0,115,0.904347826,75,0.974025974,2,0.5,15,10,2,0,7,0,0
0,0,0,46,3,0,3,0,0,0,101,0.881188119,69,0.985714286,1,0.166666667,8,7,3,0,1,0,0
0,0,0,49,0,0,0,0,0,0,97,0.948453608,75,0.974025974,3,0.6,14,8,0,0,0,0,0
0,0,1,41,6,2,5,2,1,0,82,0.890243902,49,0.960784314,1,0.2,12,8,2,0,5,0,0
0,0,0,53,5,0,2,0,3,0,132,0.931818182,95,0.979381443,2,0.333333333,12,9,4,0,3,0,0
0,0,0,51,4,2,3,1,1,1,99,0.919191919,70,0.945945946,1,0.25,10,7,0,0,3,0,0
0,0,1,53,1,0,0,0,1,0,105,0.952380952,75,0.986842105,1,0.333333333,9,6,0,0,1,0,0
0,0,0,46,3,1,3,1,0,0,114,0.894736842,80,0.975609756,1,0.166666667,12,7,2,0,3,0,0
0,0,0,57,4,1,3,0,1,1,107,0.925233645,71,1,3,0.3,10,9,2,0,3,0,0
0,0,0,57,12,1,10,0,1,0,152,0.940789474,103,0.990384615,3,0.375,6,6,5,1,7,1,0
3,0,0,52,11,2,9,1,2,1,96,0.916666667,66,0.942857143,4,1,5,4,3,0,7,0,0
0,0,0,51,7,1,5,1,2,0,142,0.950704225,105,0.990566038,2,0.5,14,8,2,0,5,0,0
0,0,0,55,4,0,2,0,2,0,117,0.905982906,83,0.976470588,1,0.142857143,14,12,3,0,2,0,1
3,0,1,52,4,1,1,1,3,0,99,0.909090909,66,0.956521739,0,0,7,5,2,0,2,0,0
3,0,0,48,4,2,3,1,1,1,87,0.954022989,63,1,0,0,11,9,0,0,4,0,0
0,0,0,56,6,1,5,1,1,0,121,0.917355372,85,0.988372093,2,0.25,8,7,2,0,3,0,0
0,0,0,55,4,1,3,1,1,0,143,0.909090909,92,0.968421053,0,0,12,8,0,0,2,0,0
3,0,0,52,7,3,6,2,1,1,106,0.905660377,71,0.959459459,3,0.5,6,6,1,0,7,0,0
3,0,0,54,7,3,5,2,2,1,147,0.945578231,103,0.980952381,5,0.625,13,9,1,0,4,0,0
0,0,0,50,3,1,3,1,0,0,97,0.93814433,64,0.955223881,3,0.75,15,11,0,0,2,0,0
0,0,0,44,2,2,1,1,1,1,82,0.951219512,59,1,1,0.5,3,2,0,0,2,0,0
0,0,0,47,4,1,2,0,2,1,104,0.980769231,79,1,1,0.333333333,14,10,0,0,3,0,0
3,0,0,45,7,2,5,1,1,0,81,0.938271605,51,0.944444444,3,0.75,6,6,0,1,3,1,0
3,0,0,51,6,3,4,2,1,0,105,0.914285714,70,0.972222222,2,0.333333333,5,5,2,1,5,1,0
0,0,0,54,3,1,3,1,0,0,125,0.96,89,0.978021978,3,0.6,10,9,1,0,3,0,0
3,0,0,46,7,2,6,2,1,0,119,0.957983193,82,0.987951807,1,1,22,17,1,0,7,0,0
3,0,1,42,4,1,3,1,1,0,71,0.887323944,43,0.934782609,2,0.5,12,10,0,0,3,0,0
0,0,1,49,3,0,2,0,1,0,94,0.893617021,68,0.957746479,2,0.4,14,6,1,0,1,0,0
0,0,0,49,2,0,1,0,1,0,100,0.89,65,0.970149254,1,0.166666667,11,8,1,0,0,0,0
3,0,0,51,4,2,4,2,0,0,110,0.936363636,79,0.963414634,0,0,10,7,0,0,4,0,0
3,0,0,43,3,1,1,0,2,1,84,0.869047619,53,0.963636364,3,0.428571429,5,4,1,0,2,0,0
0,0,0,45,6,2,2,2,3,0,110,0.918181818,71,0.97260274,3,0.375,13,9,0,0,5,0,0
3,0,0,53,6,3,5,2,1,1,101,0.96039604,70,0.985915493,2,0.5,10,6,1,0,5,0,0
0,0,0,51,4,1,2,1,2,0,97,0.886597938,63,1,3,0.428571429,11,8,0,0,1,0,0
3,0,0,52,5,3,3,2,2,1,90,0.944444444,67,1,1,0.25,9,6,1,0,5,0,0
0,0,0,47,3,0,3,0,0,0,89,0.876404494,59,0.983333333,0,0,12,6,1,0,3,0,0
1,0,0,54,6,1,3,0,2,0,98,0.948979592,72,0.972972973,1,0.5,18,13,0,1,4,1,0
3,0,0,55,5,2,4,2,1,0,111,0.963963964,83,0.988095238,1,0.25,10,9,0,0,3,0,0
3,0,0,48,12,3,10,2,2,1,90,0.944444444,60,0.983606557,8,0.8,9,5,3,0,9,0,0
0,0,1,49,3,2,3,2,0,0,94,0.925531915,65,0.984848485,1,0.166666667,15,10,1,0,2,0,0
3,0,0,51,1,1,1,1,0,0,148,0.952702703,115,0.982905983,1,0.2,12,10,0,0,1,0,0
0,0,1,42,7,0,4,0,3,0,97,0.927835052,65,1,4,0.444444444,13,8,4,0,5,0,0
3,0,1,57,4,3,3,2,0,0,116,0.939655172,81,1,2,0.666666667,5,5,0,1,3,1,0
0,0,0,46,6,0,4,0,2,0,84,0.94047619,66,1,1,0.333333333,6,5,1,0,3,0,0
3,0,0,55,10,2,9,2,1,0,149,0.912751678,108,0.964285714,5,0.5,10,7,2,0,7,0,0
0,0,0,51,4,1,4,1,0,0,157,0.923566879,113,0.982608696,3,0.428571429,18,14,0,0,3,0,0
0,0,0,40,8,2,6,2,2,0,86,0.895348837,53,0.963636364,2,0.333333333,18,14,1,0,6,0,0
3,0,1,49,5,2,4,1,1,1,125,0.96,99,1,1,0.25,13,9,0,0,4,0,0
3,0,0,48,7,4,7,4,0,0,88,0.931818182,61,0.983870968,3,0.428571429,18,10,1,0,6,0,0
0,0,0,40,0,0,0,0,0,0,72,0.875,49,0.907407407,3,0.6,9,6,0,0,0,0,0
0,0,0,56,3,1,1,1,1,0,106,0.962264151,83,0.988095238,0,0,10,9,1,0,2,0,0
0,0,0,55,4,1,2,1,2,0,119,0.915966387,84,0.954545455,3,0.6,6,4,3,0,3,0,0
0,0,0,54,6,2,6,2,0,0,149,0.912751678,101,0.952830189,2,0.333333333,10,9,1,0,4,0,0
0,0,1,43,4,1,3,0,1,1,74,0.932432432,52,0.962962963,1,0.333333333,10,8,1,0,3,0,0
3,0,1,48,7,2,6,2,1,0,78,0.91025641,49,0.960784314,3,0.75,11,9,1,0,6,0,0
0,0,0,53,1,1,1,1,0,0,106,0.952830189,86,0.988505747,0,0,10,8,1,0,1,0,0
3,0,0,47,4,3,4,3,0,0,92,0.923913043,61,0.953125,3,0.6,4,2,1,0,4,0,0
3,0,0,48,4,2,3,2,1,0,101,0.910891089,72,0.935064935,1,0.333333333,7,7,0,0,4,0,0
0,0,0,53,2,1,1,0,1,1,108,0.907407407,68,0.957746479,3,0.75,11,9,1,0,2,0,0
0,0,0,56,7,1,2,1,5,0,132,0.939393939,98,0.98989899,2,0.25,7,4,5,0,5,0,0
3,0,0,47,9,4,6,4,3,0,121,0.933884298,88,0.988764045,2,0.5,21,12,0,0,5,0,0
3,0,0,49,7,1,7,1,0,0,120,0.908333333,75,1,3,0.375,13,9,2,0,6,0,0
3,0,1,48,6,2,3,1,3,1,124,0.943548387,95,0.989583333,2,0.4,9,7,4,0,5,0,0
3,0,1,53,5,3,4,3,0,0,101,0.95049505,75,0.986842105,1,0.25,8,3,1,0,3,0,0
3,0,1,44,5,2,3,1,2,1,110,0.945454545,77,0.974683544,1,0.333333333,17,14,0,0,4,0,0
0,0,1,47,4,0,3,0,1,0,138,0.934782609,100,1,3,1,12,10,1,0,2,0,0
3,0,0,49,3,2,1,1,2,1,93,0.924731183,64,0.984615385,1,0.2,7,6,2,0,2,0,0
3,0,0,60,7,3,6,3,1,0,124,0.935483871,90,0.97826087,3,0.5,7,7,2,0,6,0,0
3,0,1,54,8,3,8,3,0,0,155,0.967741935,122,0.991869919,2,0.4,11,9,1,0,6,0,0
0,0,0,43,3,0,3,0,0,0,81,0.913580247,47,0.959183673,1,0.333333333,9,7,0,0,2,0,0
3,0,1,55,3,1,2,1,0,0,104,0.932692308,72,1,2,0.5,10,9,0,0,2,0,0
3,0,0,55,6,2,5,2,1,0,99,0.949494949,70,0.985915493,2,1,11,8,0,0,4,0,0
0,0,0,56,6,1,3,0,3,1,163,0.963190184,129,0.992307692,3,0.428571429,6,5,1,0,4,0,0
0,0,0,47,2,0,2,0,0,0,94,0.893617021,62,0.953846154,1,0.142857143,8,7,1,0,2,0,0
0,0,0,54,4,1,2,1,2,0,121,0.94214876,90,0.97826087,2,0.5,8,7,0,0,2,0,0
0,0,0,51,1,0,1,0,0,0,128,0.921875,98,0.98,3,0.5,14,12,0,0,0,0,0
3,0,1,47,3,1,3,1,0,0,87,0.954022989,58,1,2,0.5,18,16,2,0,2,0,0
0,0,0,57,1,0,1,0,0,0,107,0.971962617,85,0.988372093,3,0.6,7,5,0,0,1,0,0
0,0,0,45,3,1,3,1,0,0,85,0.976470588,57,0.982758621,0,0,14,10,0,0,2,0,0
0,0,0,59,4,0,3,0,1,0,104,0.932692308,73,0.973333333,3,0.375,7,6,4,0,3,0,0
3,0,0,55,9,2,7,2,1,0,95,0.947368421,68,1,2,0.4,10,7,2,0,8,0,0
0,0,0,45,1,0,1,0,0,0,87,0.908045977,58,0.935483871,2,0.4,10,6,2,0,1,0,0
3,0,0,46,6,2,6,2,0,0,83,0.939759036,54,0.981818182,1,0.5,9,7,1,0,3,0,0
0,0,0,48,3,0,1,0,2,0,95,0.936842105,71,0.986111111,1,0.25,11,8,1,0,2,0,0
0,0,0,46,3,0,3,0,0,0,93,0.913978495,69,0.985714286,1,0.2,8,8,2,0,1,0,0
0,0,0,50,2,1,2,1,0,0,95,0.926315789,64,0.96969697,2,0.5,14,12,0,0,2,0,0
0,0,0,47,1,0,1,0,0,0,74,0.891891892,50,1,0,0,15,8,1,0,1,0,0
3,0,0,52,3,2,2,2,1,0,105,0.885714286,74,0.925,1,0.166666667,11,7,3,0,3,0,0
0,0,0,49,4,1,2,1,2,0,89,0.95505618,66,0.985074627,0,0,6,6,1,0,2,0,0
0,0,0,47,2,0,2,0,0,0,82,0.926829268,58,0.983050847,2,0.285714286,12,7,1,0,1,0,0
1,0,0,48,4,1,2,1,2,0,88,0.965909091,62,0.984126984,3,0.75,8,6,0,0,2,0,0
0,0,0,40,2,1,1,1,1,0,69,0.884057971,46,0.92,1,0.333333333,7,6,3,0,1,0,0
3,0,0,45,7,2,4,2,3,0,93,0.892473118,51,0.962264151,1,0.2,8,7,4,0,4,0,0
0,0,0,47,3,0,2,0,0,0,89,0.865168539,59,0.936507937,2,0.285714286,14,12,2,1,1,0,0
3,0,0,68,7,3,5,3,2,0,123,0.93495935,92,0.989247312,1,0.2,5,4,2,0,5,0,0
0,0,1,48,3,0,2,0,1,0,92,0.913043478,66,0.985074627,0,0,7,3,0,0,1,0,0
3,0,0,51,4,3,3,2,0,0,149,0.932885906,103,0.980952381,2,1,10,7,0,1,4,1,0
3,0,0,52,7,3,6,2,1,1,109,0.95412844,86,0.988505747,2,0.5,9,8,2,0,6,0,0
3,0,0,52,6,4,6,4,0,0,93,0.946236559,67,0.971014493,0,0,10,8,0,0,6,0,0
0,0,0,49,2,1,1,0,1,1,95,0.926315789,70,1,0,0,11,8,1,0,1,0,0
3,0,0,55,5,2,3,1,2,1,163,0.938650307,117,0.959016393,2,0.4,13,9,1,0,4,0,0
0,0,0,52,1,0,1,0,0,0,98,0.897959184,72,0.935064935,2,0.4,15,12,1,0,0,0,0
3,0,0,52,3,1,3,1,0,0,93,0.956989247,65,0.984848485,2,1,10,10,2,0,3,0,0
3,0,1,56,5,1,5,1,0,0,100,0.93,75,0.974025974,0,0,11,6,2,0,4,0,0
3,0,0,60,6,1,5,1,1,0,131,0.954198473,93,0.989361702,0,0,11,8,2,0,3,0,0
0,0,0,54,5,0,3,0,2,0,105,0.904761905,67,0.985294118,4,0.444444444,10,6,4,0,4,0,0
1,0,0,54,9,1,8,1,1,0,117,0.923076923,88,0.977777778,0,0,7,7,3,0,5,0,0
0,0,0,49,0,0,0,0,0,0,95,0.957894737,70,0.985915493,0,0,9,4,0,0,0,0,0
1,0,0,45,2,1,2,1,0,0,76,0.934210526,56,0.98245614,2,0.4,10,7,1,0,2,0,0
0,0,0,44,4,1,4,1,0,0,90,0.933333333,56,1,0,0,11,7,2,0,2,0,0
3,0,0,51,2,1,2,1,0,0,97,0.917525773,67,0.971014493,0,0,10,7,0,0,2,0,0
0,0,0,41,5,0,4,0,1,0,81,0.950617284,53,1,1,0.25,7,5,1,0,4,0,0
0,0,1,58,2,0,1,0,1,0,136,0.933823529,103,0.971698113,2,0.4,6,4,1,0,2,0,0
0,0,0,58,4,0,4,0,0,0,119,0.957983193,90,0.97826087,2,0.4,7,7,2,0,2,0,0
3,0,0,50,4,4,4,4,0,0,96,0.927083333,65,0.970149254,2,0.5,6,5,2,0,4,0,0
3,0,0,49,5,2,3,2,1,0,95,0.926315789,71,0.959459459,2,0.5,12,8,3,0,3,0,0
3,0,0,50,6,2,5,2,1,0,91,0.923076923,63,1,1,0.25,7,6,5,0,5,0,0
0,0,0,51,5,1,5,1,0,0,94,0.904255319,64,0.96969697,2,0.285714286,9,7,5,0,4,0,0
0,0,0,49,0,0,0,0,0,0,96,0.927083333,66,0.970588235,3,0.75,16,11,0,0,0,0,0
3,0,0,50,7,3,6,3,1,0,108,0.944444444,84,1,0,0,9,7,1,0,6,0,0
3,0,0,47,5,2,2,1,3,1,83,0.951807229,59,1,2,0.5,10,6,1,0,2,0,0
1,0,0,42,3,2,3,2,0,0,85,0.952941176,61,1,1,1,10,7,0,0,2,0,0
0,0,0,50,2,1,2,1,0,0,117,0.94017094,82,1,2,0.333333333,11,6,0,0,2,0,0
3,0,0,57,3,2,3,2,0,0,130,0.961538462,102,0.990291262,2,0.666666667,9,6,2,0,3,0,0
0,0,1,55,3,0,2,0,1,0,117,0.94017094,91,0.978494624,1,0.2,11,5,3,0,1,0,0
0,0,1,44,2,0,2,0,0,0,69,0.898550725,44,0.977777778,1,0.166666667,11,6,2,0,2,0,0
0,0,0,50,1,0,0,0,1,0,100,0.94,65,0.984848485,1,0.5,16,12,0,0,1,0,0
3,0,0,51,4,3,4,3,0,0,96,0.9375,71,1,1,0.5,11,9,0,0,4,0,0
3,0,0,50,6,1,5,1,1,0,96,0.916666667,71,0.959459459,4,0.8,10,9,3,0,5,0,0
1,0,0,46,4,1,2,1,2,0,93,0.892473118,62,0.925373134,0,0,3,2,0,0,2,0,0
3,0,0,52,4,3,2,2,2,1,104,0.932692308,71,0.959459459,3,0.75,7,5,1,0,4,0,0
0,0,0,48,2,2,1,1,1,1,93,0.967741935,72,0.98630137,0,0,10,8,0,0,2,0,0
1,0,0,48,3,1,2,1,1,0,87,0.885057471,56,0.98245614,0,0,10,9,4,0,3,0,0
1,0,2,52,2,1,2,1,0,0,108,0.925925926,82,0.987951807,1,0.333333333,7,5,0,0,1,0,0
3,0,0,49,13,3,9,3,4,0,93,0.956989247,65,0.955882353,2,0.666666667,4,2,6,0,9,0,0
1,0,0,54,4,1,2,0,2,1,121,0.94214876,91,0.978494624,1,0.5,13,8,1,0,3,0,1
0,0,0,50,5,3,4,3,1,0,98,0.928571429,66,0.970588235,0,0,8,7,0,0,5,0,0
3,0,0,59,3,2,3,2,0,0,133,0.917293233,93,0.989361702,2,0.333333333,7,7,3,0,2,0,0
3,0,0,53,2,1,2,1,0,0,108,0.962962963,80,0.987654321,0,0,8,8,2,0,1,0,0
3,0,0,52,4,2,2,1,2,1,93,0.978494624,70,0.985915493,0,0,6,6,0,0,2,0,0
3,0,0,62,7,1,5,1,1,0,140,0.942857143,97,0.97,1,0.2,6,4,4,1,6,0,0
0,0,0,48,5,1,3,0,2,1,80,0.875,52,0.945454545,4,0.5,11,9,1,0,2,0,0
1,0,0,51,8,0,4,0,4,0,110,0.9,72,0.98630137,0,0,8,6,5,0,6,0,0
3,0,0,46,3,2,3,2,0,0,79,0.936708861,47,0.979166667,1,0.25,14,9,0,0,2,0,0
3,0,0,49,3,2,2,1,1,1,100,0.94,76,0.987012987,0,0,13,10,2,0,3,0,0
3,0,0,55,9,4,8,4,1,0,113,0.955752212,86,1,1,0.25,4,3,2,0,7,0,0
0,0,0,53,1,0,1,0,0,0,108,0.925925926,84,0.976744186,2,0.333333333,6,5,0,0,1,0,0
0,0,0,49,4,2,0,0,3,1,100,0.94,70,0.945945946,1,0.5,7,4,0,1,3,1,0
1,0,0,56,4,1,3,1,1,0,119,0.932773109,72,0.972972973,3,0.428571429,3,3,3,0,3,0,0
1,0,0,46,6,2,4,2,2,0,93,0.967741935,68,0.985507246,0,0,13,12,0,0,3,0,0
3,0,0,57,3,1,3,1,0,0,108,0.944444444,79,0.975308642,0,0,15,7,0,0,1,0,0
3,0,0,47,5,3,4,2,1,1,87,0.931034483,58,0.966666667,2,0.666666667,12,10,1,0,5,0,0
1,0,0,44,2,1,1,0,1,1,79,0.936708861,58,0.966666667,1,0.5,11,10,0,0,2,0,0
1,0,0,53,7,2,5,2,2,0,100,0.91,69,0.958333333,5,0.625,6,4,4,0,4,0,0
0,0,1,55,1,0,1,0,0,0,114,0.964912281,83,1,0,0,13,9,0,0,1,0,0
3,0,0,54,5,1,5,1,0,0,101,0.97029703,71,0.97260274,1,0.5,10,8,2,0,3,0,0
3,0,0,47,6,2,6,2,0,0,68,0.941176471,49,1,3,0.5,11,9,3,0,6,0,0
1,0,0,53,3,0,3,0,0,0,97,0.958762887,69,0.971830986,5,0.833333333,10,9,2,0,2,0,0
3,0,0,46,2,1,2,1,0,0,95,0.884210526,62,0.925373134,0,0,14,11,1,0,2,0,0
1,0,0,49,3,1,2,0,1,1,107,0.906542056,77,1,2,0.4,8,7,1,0,2,0,0
1,0,1,54,8,2,7,1,1,1,108,0.962962963,72,0.98630137,0,0,9,5,4,0,6,0,0
3,0,0,53,2,2,2,2,0,0,104,0.990384615,79,1,0,0,12,9,0,0,2,0,0
0,0,0,46,6,1,5,1,1,0,83,0.951807229,55,1,3,0.75,10,8,2,0,2,0,0
3,0,0,48,3,2,1,1,2,1,110,0.927272727,85,0.977011494,0,0,11,7,1,0,2,0,0
3,0,1,45,9,3,8,3,1,0,90,0.933333333,60,0.983606557,0,0,8,6,2,0,7,0,0
3,0,0,50,3,1,2,0,1,1,92,0.945652174,61,0.983870968,2,0.5,7,6,2,0,2,0,0
3,0,0,43,4,1,3,0,1,1,87,0.942528736,60,0.967741935,2,0.5,9,6,1,0,3,0,0
0,0,0,50,2,0,1,0,1,0,107,0.925233645,79,0.963414634,0,0,6,4,0,0,2,0,0
3,0,0,53,6,3,5,2,1,1,113,0.92920354,81,0.987804878,1,0.166666667,8,6,2,0,6,0,0
0,0,0,36,2,1,2,1,0,0,70,0.742857143,36,0.947368421,3,0.230769231,13,10,1,0,2,0,0
1,0,1,52,2,1,1,1,1,0,86,0.941860465,61,0.968253968,1,0.25,18,12,2,0,1,0,0
0,0,0,38,3,1,3,1,0,0,59,0.898305085,38,0.974358974,1,0.2,15,12,1,0,2,0,0
0,0,0,47,2,0,2,0,0,0,103,0.932038835,73,0.986486486,0,0,11,9,4,0,2,0,0
3,0,0,47,2,2,2,2,0,0,91,0.901098901,48,1,8,0.666666667,9,8,0,0,2,0,0
3,0,0,58,8,4,6,4,2,0,127,0.960629921,89,0.988888889,2,1,7,5,1,0,6,0,0
0,0,0,55,7,3,7,3,0,0,110,0.918181818,67,0.971014493,0,0,6,6,0,0,5,0,0
0,0,0,57,6,1,6,1,0,0,120,0.95,84,1,1,0.2,5,2,3,0,5,0,0
3,0,0,47,4,2,4,2,0,0,74,0.918918919,50,0.980392157,3,0.75,6,6,1,0,4,0,0
1,0,0,51,2,0,1,0,1,0,102,0.931372549,68,0.985507246,2,0.333333333,7,6,3,0,2,0,0
0,0,0,47,3,1,2,0,1,1,92,0.869565217,62,1,1,0.1,12,9,3,0,2,0,0
0,0,0,48,7,1,5,1,2,0,95,0.978947368,64,0.984615385,3,0.75,10,10,1,0,5,0,0
0,0,0,51,4,1,2,0,2,1,101,0.920792079,74,0.986666667,0,0,10,6,1,0,2,0,0
0,0,1,48,5,1,2,0,3,1,92,0.967391304,73,0.973333333,0,0,7,5,2,0,2,0,0
3,0,0,52,6,2,5,1,1,1,77,0.935064935,51,1,1,0.25,17,12,1,0,4,0,0
0,0,0,50,2,0,2,0,0,0,101,0.95049505,72,1,1,0.333333333,10,6,1,0,2,0,0
0,0,0,52,10,1,9,1,1,0,104,0.865384615,71,0.986111111,3,0.272727273,6,6,7,0,6,0,0
3,0,0,52,2,2,2,2,0,0,107,0.925233645,80,1,0,0,9,6,0,0,2,0,0
3,0,0,41,7,1,6,1,1,0,64,0.90625,40,0.952380952,1,0.5,12,9,1,0,3,0,0
3,0,0,55,8,3,6,2,1,0,124,0.951612903,99,1,1,0.25,8,6,4,1,7,1,0
1,0,0,63,5,1,5,1,0,0,128,0.953125,97,0.97979798,1,0.5,9,7,0,0,4,0,0
3,0,0,57,6,3,5,2,1,1,116,0.939655172,84,1,2,1,8,6,1,0,5,0,0
0,0,0,45,0,0,0,0,0,0,89,0.876404494,55,1,1,0.142857143,13,10,1,0,0,0,0
0,0,0,48,3,1,3,1,0,0,90,0.922222222,57,0.966101695,2,0.5,14,11,1,0,1,0,0
0,0,2,47,2,1,2,1,0,0,85,0.941176471,58,0.983050847,4,1,10,7,0,0,2,0,0
3,0,0,54,5,2,2,1,3,1,163,0.932515337,122,0.976,0,0,15,12,0,0,4,0,0
3,0,0,49,11,1,6,1,4,0,129,0.930232558,96,0.989690722,3,0.428571429,10,7,1,1,3,0,0
3,0,0,50,4,2,3,2,1,0,81,0.913580247,58,1,1,0.333333333,14,10,1,0,3,0,0
3,0,0,51,2,2,1,1,1,1,89,0.921348315,63,0.969230769,1,0.2,15,13,0,0,2,0,0
0,0,0,54,2,0,2,0,0,0,118,0.949152542,81,0.975903614,5,0.555555556,7,6,1,0,1,0,0
0,0,0,44,5,0,5,0,0,0,76,0.907894737,55,0.982142857,3,0.75,11,11,2,0,3,0,0
3,0,1,52,6,2,4,2,1,0,98,0.897959184,72,0.972972973,0,0,17,10,2,1,4,0,0
