matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,goalTotal,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
0,2,0,0,0,58,1,41,2,2,2,0,0,0,0,0,2,2,0,0,0,0,98,88,68,66,6,1,0,0,11,11,11,9,1,1,8,2,9,8
0,0,0,0,0,60,0,50,2,0,0,0,0,0,0,0,1,0,1,0,0,0,109,101,77,74,3,1,0,0,13,13,16,13,0,0,14,1,11,6
3,1,1,0,0,54,0,47,10,5,3,0,0,0,0,0,7,2,3,1,0,0,75,72,50,49,3,1,0,0,6,6,16,16,0,0,7,0,8,4
0,2,0,0,1,62,1,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89,79,62,61,3,0,0,0,12,12,12,6,0,0,5,0,10,4
3,1,0,0,0,60,2,51,6,4,2,0,2,0,0,0,4,1,2,1,0,0,84,78,66,64,6,3,0,0,4,4,7,7,1,0,4,1,7,7
0,2,0,0,0,61,1,43,3,2,0,0,1,0,0,0,3,0,0,0,0,0,82,75,64,61,4,0,0,0,12,12,2,2,0,0,5,0,6,4
0,0,1,0,0,64,0,46,2,1,1,0,0,0,0,0,2,1,0,0,0,0,105,99,73,72,6,2,1,0,7,7,18,18,0,0,12,1,3,3
0,2,0,0,0,95,4,52,7,5,2,0,1,0,0,0,6,1,1,1,0,0,139,128,100,96,7,2,0,0,13,12,19,18,0,0,14,2,11,9
0,1,0,0,0,61,2,53,4,3,1,0,0,0,0,0,3,0,1,1,0,0,101,97,73,73,5,1,0,0,10,10,13,13,0,0,6,1,9,8
3,0,0,0,0,69,0,53,5,3,1,0,0,0,0,0,3,1,2,0,0,0,122,113,91,89,4,0,0,0,8,7,19,17,0,0,2,0,10,9
3,0,1,0,0,62,3,54,5,4,2,0,1,1,0,0,5,2,0,0,0,0,96,84,66,65,9,2,1,0,7,6,12,10,1,1,2,0,5,2
3,0,0,0,0,82,9,48,8,6,2,0,1,0,0,0,6,2,2,0,0,0,123,107,80,79,14,4,0,0,14,13,14,10,1,1,10,2,12,10
3,0,1,0,0,45,0,47,4,2,2,0,0,0,0,0,4,2,0,0,0,0,79,70,51,50,6,0,0,0,10,8,12,12,0,0,5,0,7,6
3,2,0,0,0,72,1,50,4,2,2,0,0,0,0,0,2,1,2,1,0,0,135,124,103,99,4,0,0,0,10,10,18,15,0,0,11,0,18,13
3,1,0,0,1,68,0,45,6,4,4,0,0,0,0,0,2,1,4,3,0,0,121,116,82,81,5,2,0,0,14,14,20,19,0,0,9,3,12,10
0,1,0,0,0,58,0,46,3,3,1,0,0,0,0,0,3,1,0,0,0,0,94,90,66,66,2,1,0,0,11,11,14,12,0,0,9,0,8,6
3,0,0,0,0,63,3,54,5,3,2,0,0,0,0,0,4,1,1,1,0,0,106,97,73,72,8,3,0,0,11,11,13,11,0,0,6,1,6,3
0,1,1,0,1,62,0,48,3,2,1,0,0,0,0,0,2,1,1,0,0,0,113,107,81,79,5,4,0,0,12,12,12,9,3,3,3,0,9,5
0,2,0,1,0,64,2,53,2,2,0,0,0,0,0,0,2,0,0,0,0,0,95,88,70,70,8,2,0,0,8,7,9,9,0,0,7,3,15,12
3,2,0,0,0,56,3,47,5,4,2,0,0,0,0,0,2,1,3,1,0,0,77,69,51,49,7,4,1,1,10,9,8,6,0,0,4,0,7,5
3,2,0,0,1,50,1,45,2,1,1,0,1,1,0,0,2,1,0,0,0,0,71,66,49,48,3,1,2,1,8,7,9,9,0,0,9,1,14,10
0,0,0,0,0,73,0,57,2,0,0,0,1,0,0,0,2,0,0,0,0,0,120,112,91,89,5,2,1,0,10,8,13,13,0,0,6,0,4,3
3,0,0,0,0,69,2,53,5,4,2,0,0,0,0,0,1,1,4,1,0,0,98,89,71,69,6,1,1,1,8,8,12,10,0,0,2,0,6,6
3,1,0,0,0,59,2,51,6,3,2,0,1,1,1,0,4,2,2,0,0,0,105,99,69,67,5,2,0,0,12,12,18,17,1,1,2,0,11,9
3,0,0,0,0,89,1,48,9,6,3,0,0,0,0,0,5,2,4,1,0,0,127,122,91,89,4,2,0,0,13,12,19,19,0,0,6,1,9,8
0,1,0,0,0,89,2,56,5,2,0,0,1,0,0,0,5,0,0,0,0,0,164,155,126,123,6,2,1,1,14,14,16,14,1,1,8,0,8,6
0,0,0,0,0,62,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,88,75,72,4,0,0,0,9,9,8,7,0,0,3,1,11,7
3,3,0,0,1,67,0,40,2,1,0,0,0,0,0,0,1,0,1,0,0,0,101,88,72,68,3,0,0,0,10,9,16,11,0,0,13,2,15,10
3,0,0,0,0,55,0,49,4,3,2,0,0,0,0,0,2,1,2,1,0,0,91,87,69,68,2,1,0,0,7,6,13,12,0,0,3,0,9,6
0,2,0,0,0,54,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,82,64,64,1,0,0,0,7,7,13,11,0,0,14,3,12,9
0,4,0,0,0,67,1,57,3,1,1,0,0,0,0,0,2,1,1,0,0,0,115,111,82,82,4,3,0,0,11,11,15,13,3,2,4,1,8,6
0,1,0,0,0,71,1,55,5,2,1,0,0,0,0,0,4,1,1,0,0,0,102,93,68,66,3,0,1,0,14,12,15,14,1,1,3,0,9,7
0,2,1,0,0,93,3,58,4,4,1,0,1,0,0,0,4,1,0,0,0,0,152,135,108,105,12,3,0,0,13,12,16,14,1,1,8,0,12,10
3,0,0,0,0,62,0,48,2,2,2,0,0,0,0,0,1,1,1,1,0,0,82,79,52,52,3,1,0,0,8,8,19,18,0,0,4,0,11,10
3,0,1,0,0,55,2,53,3,2,1,0,0,0,0,0,2,1,1,0,0,0,100,92,70,68,6,2,0,0,12,12,10,9,1,1,9,0,5,4
0,2,0,0,1,63,2,41,5,5,2,0,2,1,0,0,5,2,0,0,0,0,96,91,69,69,5,3,0,0,13,12,8,7,0,0,14,2,23,16
0,0,1,0,0,78,2,61,7,3,0,0,0,0,0,0,6,0,1,0,0,0,123,115,87,84,6,1,1,1,15,15,13,13,1,1,2,0,10,10
0,1,0,0,1,94,4,56,6,5,1,0,0,0,0,0,5,1,1,0,0,0,166,157,125,125,7,1,1,0,13,13,20,18,0,0,3,0,22,16
3,1,0,0,0,60,3,51,8,7,4,0,1,1,0,0,7,3,1,1,0,0,90,79,63,62,6,0,2,0,8,8,10,9,0,0,4,0,5,4
0,2,0,0,0,51,1,48,3,2,0,0,1,0,0,0,1,0,2,0,0,0,93,83,62,59,5,2,0,0,12,11,13,11,0,0,5,1,17,10
3,1,0,0,0,68,0,56,4,4,2,0,0,0,0,0,3,1,1,1,0,0,105,98,78,76,1,0,0,0,12,12,13,10,1,0,2,0,11,7
0,1,0,0,0,63,1,50,4,1,0,0,0,0,0,0,2,0,2,0,0,0,104,95,77,76,5,1,2,0,9,8,10,9,1,1,3,0,7,5
3,0,0,0,0,42,1,43,7,7,3,0,0,0,0,0,6,2,0,0,1,1,71,64,45,43,5,2,0,0,5,5,15,13,1,1,5,0,11,11
3,1,0,0,0,60,0,49,3,2,2,0,0,0,0,0,2,1,1,1,0,0,108,100,81,77,2,0,1,1,14,14,10,8,0,0,5,0,5,3
3,0,1,0,0,65,3,54,11,8,1,0,0,0,0,0,9,1,1,0,1,0,95,89,63,61,5,2,0,0,11,11,16,15,0,0,3,1,9,7
3,0,0,0,0,65,2,47,8,5,1,0,1,0,1,0,5,0,3,1,0,0,112,101,78,74,3,2,1,0,11,11,18,13,1,1,6,0,9,6
0,1,0,0,0,73,3,59,3,2,0,0,0,0,0,0,1,0,2,0,0,0,127,120,94,94,8,2,0,0,14,13,11,11,0,0,5,1,6,5
0,0,0,0,0,50,5,47,5,1,1,0,1,0,0,0,4,1,1,0,0,0,87,78,58,56,11,5,0,0,7,7,11,10,0,0,6,0,11,10
3,1,0,0,0,61,0,49,6,4,3,0,1,0,0,0,6,3,0,0,0,0,76,75,60,59,2,2,0,0,5,5,9,9,0,0,9,2,8,8
3,1,0,0,0,49,0,47,3,3,2,0,0,0,0,0,3,2,0,0,0,0,83,77,56,54,5,4,0,0,13,10,9,9,0,0,7,0,9,8
3,0,0,0,0,68,1,52,5,2,2,0,0,0,0,0,3,1,2,1,0,0,109,103,77,77,5,4,0,0,9,8,18,14,0,0,3,0,9,5
3,1,0,0,1,58,0,50,5,3,2,0,1,0,0,0,3,2,1,0,0,0,96,92,60,58,2,1,0,0,10,10,22,22,1,1,11,2,5,2
3,1,0,0,1,63,1,54,6,5,4,0,0,0,0,0,5,3,1,1,0,0,114,109,84,83,3,2,0,0,6,6,21,18,0,0,5,0,10,8
3,1,0,0,0,68,2,59,5,5,2,0,0,0,0,0,5,2,0,0,0,0,109,103,81,79,2,0,0,0,16,14,10,10,0,0,2,0,7,6
0,0,0,0,0,67,3,50,6,5,0,0,2,0,0,0,5,0,1,0,0,0,102,94,67,66,6,2,1,0,14,14,14,12,0,0,4,1,6,4
3,0,0,0,0,59,3,53,9,6,2,0,1,0,0,0,8,2,1,0,0,0,105,96,72,70,6,3,0,0,7,7,20,16,0,0,1,0,10,7
0,0,0,0,0,60,0,52,2,2,0,0,1,0,0,0,1,0,1,0,0,0,94,84,63,60,7,2,0,0,13,13,10,9,0,0,6,1,11,9
0,0,0,0,0,55,8,53,16,8,1,0,3,0,0,0,8,1,8,0,0,0,101,88,68,67,14,3,0,0,7,7,12,11,0,0,3,0,6,5
3,1,0,0,0,69,0,49,4,4,4,0,0,0,0,0,4,4,0,0,0,0,95,90,70,69,2,1,0,0,10,9,13,11,0,0,5,0,13,9
3,0,0,0,0,78,1,48,6,5,4,0,0,0,0,0,4,2,2,2,0,0,123,113,84,82,4,1,2,2,12,11,19,15,2,2,8,0,15,15
3,0,0,0,0,78,1,48,6,3,1,0,0,0,0,0,2,1,4,0,0,0,102,98,69,69,4,1,0,0,15,15,14,13,0,0,9,1,11,7
0,1,0,0,0,53,2,44,5,4,1,0,1,0,0,0,4,1,1,0,0,0,91,82,62,61,4,1,1,0,12,10,11,10,0,0,6,1,12,8
3,3,0,0,1,67,0,51,3,2,2,0,0,0,0,0,2,1,1,1,0,0,105,96,82,79,4,3,1,0,8,8,10,6,0,0,9,2,10,10
0,0,0,0,0,49,3,43,7,5,0,0,2,0,0,0,5,0,2,0,0,0,81,70,56,54,6,1,0,0,7,7,11,8,1,0,5,0,10,9
0,0,0,0,0,66,2,49,5,2,0,0,0,0,0,0,2,0,3,0,0,0,98,93,78,78,5,2,1,1,7,6,7,6,0,0,9,1,14,12
0,0,0,0,0,55,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,56,52,4,1,0,0,5,5,14,12,0,0,5,0,11,10
3,0,0,0,0,64,1,54,7,6,2,0,2,0,0,0,6,2,1,0,0,0,105,98,80,78,4,1,0,0,6,5,15,14,0,0,6,0,8,8
0,1,0,0,0,40,0,48,3,2,1,0,0,0,0,0,2,1,1,0,0,0,73,66,46,45,5,2,1,0,6,6,14,12,1,1,7,1,7,4
3,1,1,0,0,49,3,46,5,4,1,0,1,0,0,0,4,1,1,0,0,0,80,71,53,52,7,2,1,1,8,7,11,9,0,0,6,0,7,5
0,0,0,0,0,77,3,53,8,6,1,0,1,0,0,0,4,0,4,1,0,0,143,131,102,100,10,3,0,0,14,14,14,13,1,1,11,1,9,6
3,0,1,0,0,60,1,46,4,3,3,0,0,0,0,0,4,3,0,0,0,0,90,83,65,63,3,0,0,0,8,8,12,10,2,2,4,0,8,6
0,2,0,0,2,39,0,46,2,0,0,0,0,0,0,0,1,0,1,0,0,0,91,83,72,70,6,3,0,0,5,4,7,5,1,1,11,2,7,4
3,1,1,0,1,64,4,51,9,8,1,0,1,0,1,0,5,1,4,0,0,0,99,88,66,65,8,2,1,1,6,6,16,13,1,1,2,0,13,10
3,1,1,0,0,61,1,53,5,5,4,0,0,0,0,0,4,3,1,1,0,0,107,102,67,65,4,3,0,0,11,11,25,23,0,0,7,0,6,4
3,0,1,0,0,64,1,53,4,3,1,0,0,0,0,0,4,1,0,0,0,0,96,91,67,66,4,1,1,1,11,10,13,13,0,0,4,1,9,8
3,0,0,0,0,53,0,47,5,2,2,0,0,0,0,0,3,2,2,0,0,0,73,70,53,52,3,3,2,1,6,6,8,7,1,1,8,2,12,11
0,2,0,0,0,60,1,51,7,4,1,0,0,0,0,0,5,1,2,0,0,0,93,86,69,66,7,4,0,0,6,6,11,10,0,0,9,1,11,4
0,0,1,0,0,63,2,50,2,2,0,0,0,0,0,0,1,0,1,0,0,0,94,85,69,63,5,3,0,0,10,10,10,9,0,0,6,2,9,4
3,1,0,0,0,77,1,48,9,6,3,0,2,0,0,0,9,3,0,0,0,0,121,114,81,80,7,5,0,0,15,14,18,15,0,0,15,1,13,6
3,0,0,0,0,95,2,52,9,5,2,0,1,0,0,0,5,1,4,1,0,0,156,148,115,112,5,4,1,1,12,12,21,19,1,0,5,2,15,14
3,0,0,0,0,62,1,55,4,3,3,0,0,0,0,0,1,2,1,1,0,0,89,81,58,56,4,1,2,0,8,8,15,14,2,2,2,0,12,9
3,2,0,0,0,56,1,50,4,3,2,0,0,0,0,0,1,2,2,0,0,0,90,80,58,58,9,1,0,0,7,7,13,12,3,2,4,0,6,4
3,1,0,0,0,94,1,53,7,5,2,0,0,0,0,0,5,2,2,0,0,0,140,126,96,93,5,0,1,0,15,13,22,20,0,0,4,1,15,12
0,2,0,0,0,53,2,50,3,2,0,0,1,0,1,0,2,0,1,0,0,0,89,79,62,62,7,2,1,0,7,5,12,10,0,0,4,0,9,6
3,0,0,0,0,75,0,41,9,6,4,0,0,0,2,0,6,4,3,0,0,0,110,107,78,77,2,2,1,1,12,11,17,16,0,0,13,2,16,9
3,1,0,0,1,85,0,50,5,3,2,0,0,0,0,0,2,1,2,0,1,1,144,135,98,97,6,4,0,0,13,13,26,21,0,0,7,1,17,13
0,1,1,0,0,75,2,58,3,2,0,0,1,0,0,0,2,0,1,0,0,0,119,101,81,77,12,3,0,0,11,10,13,11,1,0,3,1,11,8
0,0,1,0,0,52,0,44,2,1,1,0,0,0,0,0,2,1,0,0,0,0,92,86,66,65,1,1,0,0,10,10,13,9,1,1,6,1,10,8
3,0,1,0,0,56,1,48,4,4,2,0,0,0,0,0,4,2,0,0,0,0,83,77,58,57,5,2,0,0,6,6,13,11,1,1,9,3,10,8
3,1,0,0,1,56,2,46,4,2,1,0,1,0,0,0,3,1,1,0,0,0,94,91,69,69,3,2,0,0,4,4,18,16,0,0,4,0,10,6
0,1,1,0,0,61,0,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91,87,66,65,3,1,0,0,14,14,8,7,0,0,5,1,9,6
3,0,0,0,0,63,5,54,7,4,1,0,0,0,0,0,6,1,1,0,0,0,102,93,72,72,7,0,0,0,7,7,16,14,0,0,8,0,9,6
3,2,0,0,0,58,0,47,3,3,3,0,0,0,0,0,1,1,1,2,0,0,86,82,58,56,3,3,0,0,13,11,12,12,0,0,6,0,10,5
3,1,1,0,0,75,2,57,5,4,2,0,1,1,0,0,4,2,1,0,0,0,108,100,73,71,3,1,1,0,10,9,20,19,0,0,5,0,10,7
3,2,0,0,0,73,5,52,7,6,3,0,0,0,0,0,6,2,1,1,0,0,87,74,54,50,6,1,0,0,11,9,15,14,0,0,1,0,11,10
0,0,1,0,0,85,0,52,7,4,0,0,2,0,0,0,5,0,2,0,0,0,125,115,94,90,3,1,0,0,10,10,18,14,0,0,12,2,23,18
0,1,0,0,0,70,1,56,9,5,2,0,1,0,0,0,9,2,0,0,0,0,114,108,86,83,5,2,0,0,10,10,12,12,1,1,10,1,5,3
0,0,0,0,0,69,4,52,4,3,0,0,3,0,0,0,4,0,0,0,0,0,97,87,75,71,12,6,0,0,3,3,7,7,0,0,2,0,8,6
3,0,0,0,0,34,0,37,3,2,1,0,0,0,0,0,3,1,0,0,0,0,68,65,49,49,1,0,0,0,8,8,9,8,0,0,6,0,9,7
3,0,0,0,0,68,3,44,5,3,1,0,1,0,0,0,5,1,0,0,0,0,125,112,94,89,6,1,0,0,8,8,16,14,1,0,7,0,13,11
3,3,0,0,0,68,5,49,12,10,1,0,2,0,0,0,11,1,0,0,1,0,98,83,59,56,10,2,0,0,9,9,19,16,0,0,9,2,16,13
3,2,0,0,0,71,2,59,6,5,2,0,0,0,0,0,6,2,0,0,0,0,122,115,94,92,6,1,1,1,8,8,13,13,0,0,5,0,10,7
3,0,0,0,0,48,0,46,7,6,4,0,1,0,0,0,5,3,2,1,0,0,89,83,66,65,4,4,0,0,6,6,13,8,0,0,8,1,11,8
0,1,1,0,0,63,2,48,5,2,1,0,1,0,0,0,3,1,2,0,0,0,92,85,71,71,5,1,0,0,7,7,7,6,0,0,7,3,9,6
3,0,2,0,0,70,0,46,5,3,3,0,1,1,0,0,4,3,1,0,0,0,106,103,78,78,3,0,0,0,12,12,12,12,1,1,9,2,14,10
0,1,0,0,0,57,3,56,3,1,0,0,1,0,0,0,3,0,0,0,0,0,116,106,79,77,6,2,0,0,16,15,15,12,0,0,8,1,5,5
0,0,1,0,0,72,4,64,9,7,1,0,3,0,0,0,6,0,3,1,0,0,120,108,78,75,10,5,1,0,8,8,23,20,0,0,4,0,7,6
3,0,0,0,0,53,0,46,2,2,2,0,1,1,0,0,2,2,0,0,0,0,81,74,55,54,3,1,0,0,9,9,12,10,1,0,6,1,11,9
0,1,0,0,0,59,3,54,5,4,0,0,1,0,0,0,4,0,1,0,0,0,99,93,70,69,3,1,0,0,12,11,14,12,0,0,5,0,6,6
3,0,0,0,0,57,2,48,7,6,3,0,1,0,1,0,5,3,2,0,0,0,82,78,58,55,3,3,1,1,8,8,12,11,0,0,4,2,11,8
3,1,0,0,0,61,2,51,4,3,1,0,1,0,0,0,3,0,1,1,0,0,111,101,87,84,6,1,0,0,9,9,9,7,0,0,3,1,9,8
0,2,0,0,1,73,2,55,2,2,1,0,0,0,0,0,2,1,0,0,0,0,131,121,100,98,5,1,1,0,11,11,13,10,1,1,2,0,9,6
0,1,1,0,0,58,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92,82,62,57,5,1,0,0,12,12,13,12,0,0,3,0,14,9
3,0,1,0,0,57,4,49,8,7,3,0,2,0,0,0,5,1,2,1,1,1,95,88,62,60,9,4,0,0,6,6,18,18,0,0,2,0,9,7
0,0,0,0,0,70,0,55,4,3,2,0,1,1,0,0,3,2,1,0,0,0,110,103,76,74,5,2,0,0,17,17,11,9,1,1,9,0,12,9
3,3,1,0,0,67,1,53,6,3,2,0,0,0,0,0,5,2,1,0,0,0,106,100,86,84,3,1,0,0,8,8,8,7,1,0,6,0,10,9
0,0,0,0,0,58,0,48,3,3,2,0,0,0,0,0,3,2,0,0,0,0,85,76,67,62,2,0,0,0,8,7,8,7,0,0,13,1,8,7
3,2,0,0,0,59,1,49,9,7,3,0,3,1,0,0,8,3,1,0,0,0,76,71,47,45,3,3,0,0,7,6,19,17,0,0,3,1,10,8
3,1,0,0,0,79,5,59,7,5,2,0,0,0,0,0,7,2,0,0,0,0,112,104,78,77,7,1,1,1,12,11,14,14,0,0,3,0,4,3
0,0,0,0,0,57,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,71,58,56,6,2,0,0,9,9,7,4,0,0,6,0,8,3
0,0,0,0,0,68,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99,86,84,2,0,0,0,9,9,9,6,0,0,8,2,9,8
1,1,0,0,0,63,4,54,3,1,0,0,1,0,0,0,2,0,1,0,0,0,114,105,90,88,5,1,1,0,9,8,7,7,2,1,2,0,11,6
3,1,0,0,0,50,0,48,4,3,2,0,0,0,0,0,3,2,1,0,0,0,78,73,56,56,6,3,0,0,3,3,11,10,1,1,4,0,13,11
3,0,0,0,0,78,1,58,4,3,1,0,1,0,0,0,4,1,0,0,0,0,121,115,87,87,4,2,0,0,11,11,18,14,1,1,5,0,11,6
1,1,0,0,0,50,0,45,6,2,1,0,0,0,1,0,5,1,1,0,0,0,75,68,47,45,2,0,0,0,8,7,18,16,0,0,4,0,17,13
1,0,1,0,0,76,0,51,5,4,2,0,0,0,0,0,5,2,0,0,0,0,108,103,77,77,2,0,1,1,13,12,15,13,0,0,5,0,8,5
0,1,2,0,0,47,2,46,3,2,2,0,0,0,0,0,3,2,0,0,0,0,102,93,73,72,2,0,2,1,8,7,17,13,0,0,6,0,17,14
0,1,0,0,0,64,0,53,5,2,1,0,0,0,0,0,3,1,2,0,0,0,96,89,70,67,2,1,1,1,7,6,15,14,0,0,9,0,8,4
3,0,0,0,0,90,0,53,4,4,2,0,0,0,0,0,4,2,0,0,0,0,149,140,115,111,5,2,0,0,15,15,14,12,0,0,5,0,12,11
3,2,0,0,1,79,2,44,8,7,3,0,1,0,0,0,7,3,1,0,0,0,115,104,77,75,4,2,0,0,11,9,22,17,1,1,5,0,15,10
0,0,0,0,0,64,3,46,3,1,0,0,1,0,0,0,3,0,0,0,0,0,101,89,70,69,6,1,0,0,9,9,15,10,0,0,3,0,8,7
0,1,0,0,0,62,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,92,77,75,5,3,0,0,8,8,7,6,0,0,8,1,14,8
0,2,0,0,1,48,2,41,6,5,2,0,0,0,0,0,5,2,1,0,0,0,82,73,51,49,5,1,0,0,9,9,15,13,1,1,6,0,12,8
0,0,0,0,0,90,4,53,5,3,0,0,0,0,0,0,2,0,3,0,0,0,132,123,97,95,6,2,1,1,12,12,12,10,3,3,3,2,12,9
0,0,0,0,0,54,0,51,4,3,2,0,0,0,0,0,3,1,1,1,0,0,99,91,74,70,4,1,0,0,7,7,12,11,2,2,11,2,10,7
0,1,0,0,1,70,0,53,1,1,0,0,0,0,0,0,0,0,1,0,0,0,105,100,76,75,3,1,1,1,12,12,13,11,0,0,3,0,9,6
0,1,0,0,0,86,2,46,3,3,1,0,0,0,0,0,3,1,0,0,0,0,114,102,82,80,6,1,1,1,14,13,11,7,0,0,8,1,12,7
0,1,0,0,0,71,2,57,4,3,1,0,1,0,0,0,3,0,1,1,0,0,107,99,71,71,10,3,0,0,15,14,11,11,0,0,4,0,10,9
0,0,2,0,0,107,5,57,12,7,1,0,2,0,0,0,10,0,1,0,1,1,152,143,104,103,8,3,2,0,16,16,21,21,0,0,4,1,6,6
3,0,0,0,0,60,3,52,11,7,2,0,4,0,0,0,9,1,2,1,0,0,96,88,70,66,4,4,1,0,8,8,12,9,1,1,3,0,5,4
0,1,0,0,0,86,2,51,7,5,1,0,1,0,0,0,5,1,2,0,0,0,142,135,106,105,4,2,0,0,16,14,16,14,0,0,8,0,14,8
0,4,0,0,0,71,3,55,4,2,0,1,0,0,0,0,2,0,2,0,0,0,117,106,85,83,7,1,0,0,10,10,14,12,0,0,5,1,14,12
3,1,0,0,1,72,2,52,4,2,1,0,0,0,0,0,1,1,3,0,0,0,99,90,69,66,6,0,0,0,14,14,10,10,0,0,8,1,7,5
3,1,0,0,0,56,0,48,4,4,2,0,0,0,0,0,3,1,1,1,0,0,87,83,63,63,2,0,0,0,7,7,14,13,1,0,4,0,11,9
0,0,0,0,0,74,2,56,6,3,1,0,0,0,0,0,5,1,1,0,0,0,121,111,86,85,8,2,0,0,9,8,16,16,1,0,2,0,8,7
0,0,0,0,0,90,0,55,4,2,1,0,0,0,0,0,3,1,1,0,0,0,143,130,95,92,5,0,1,0,15,14,24,22,3,2,8,0,12,8
3,1,0,0,0,54,1,52,7,7,3,0,1,0,0,0,6,2,1,1,0,0,106,96,74,71,6,3,0,0,11,11,15,11,0,0,9,0,6,6
3,0,0,0,0,85,1,54,7,4,3,0,2,1,0,0,5,2,2,1,0,0,147,139,105,103,8,5,1,1,18,17,15,13,0,0,4,1,13,9
0,0,0,0,0,64,0,50,3,2,1,0,1,0,0,0,3,1,0,0,0,0,97,91,67,64,4,3,1,1,10,10,15,13,0,0,7,0,15,11
0,0,0,0,0,55,0,44,2,2,2,0,0,0,0,0,1,1,1,1,0,0,82,78,59,59,2,1,0,0,10,10,9,6,2,2,8,0,3,2
0,1,0,0,0,57,0,47,4,3,1,0,0,0,0,0,2,0,2,1,0,0,104,102,79,79,3,1,0,0,11,11,11,11,0,0,3,0,14,10
3,0,0,0,0,50,0,45,7,3,2,0,1,1,0,0,5,1,1,0,1,1,81,76,54,51,4,3,0,0,5,5,17,16,1,1,4,1,6,6
3,0,0,0,0,51,2,51,6,5,3,0,0,0,0,0,4,2,1,0,1,1,105,96,72,70,6,2,1,0,10,10,16,14,0,0,5,0,5,5
0,1,0,0,0,56,1,54,3,3,1,0,0,0,0,0,3,1,0,0,0,0,125,120,91,89,5,3,0,0,13,12,16,16,0,0,7,0,10,9
3,4,0,0,0,79,1,46,7,7,2,0,1,0,0,0,6,2,1,0,0,0,119,114,83,82,1,1,0,0,17,17,18,14,0,0,6,0,22,17
3,1,0,0,1,42,0,42,4,3,1,0,0,0,0,0,3,1,1,0,0,0,71,63,46,43,4,2,0,0,5,5,16,13,0,0,7,2,12,10
0,1,0,0,1,59,0,49,3,1,0,0,1,0,1,0,2,0,1,0,0,0,94,84,71,68,5,2,0,0,9,8,7,5,1,1,5,0,14,6
0,1,0,0,0,64,1,49,2,0,0,0,0,0,0,0,1,0,1,0,0,0,100,89,67,65,6,1,0,0,7,7,16,15,3,1,10,1,11,8
3,1,0,0,0,68,0,51,4,4,2,0,0,0,0,0,4,2,0,0,0,0,110,103,82,79,2,0,1,1,8,8,17,15,0,0,4,0,10,7
3,1,0,0,0,54,1,43,3,2,1,0,0,0,0,0,1,0,2,1,0,0,84,73,55,53,7,3,1,0,11,10,8,7,0,0,3,0,5,4
0,0,2,0,0,78,0,45,6,5,2,0,0,0,0,0,2,2,3,0,0,0,110,101,73,71,8,3,0,0,17,17,11,10,1,0,11,2,13,9
3,2,0,0,0,60,1,53,6,5,3,0,1,0,0,0,5,2,1,1,0,0,101,97,71,70,4,2,1,1,8,8,17,16,0,0,2,1,10,6
0,0,1,0,0,56,0,51,4,1,1,0,0,0,0,0,2,1,2,0,0,0,97,86,63,63,7,3,0,0,13,10,14,10,0,0,4,0,11,8
3,1,1,0,0,62,1,52,5,5,3,0,0,0,0,0,3,2,2,1,0,0,90,85,67,67,4,1,0,0,9,8,10,9,0,0,8,1,9,6
0,3,0,0,0,59,1,47,3,3,0,0,0,0,0,0,3,0,0,0,0,0,89,78,60,59,4,0,2,0,11,9,11,10,0,0,4,0,12,6
1,1,0,0,0,71,0,54,6,4,1,0,2,0,0,0,3,0,2,0,1,1,98,93,74,72,2,1,0,0,13,13,9,7,0,0,3,0,18,13
3,0,1,0,0,70,0,55,5,3,2,0,1,0,0,0,4,2,1,0,0,0,111,107,84,83,4,1,0,0,15,15,8,8,0,0,6,0,10,9
3,1,0,0,0,52,3,48,12,9,3,0,1,0,0,0,10,2,2,1,0,0,90,85,61,60,10,8,1,0,6,6,12,11,0,0,4,0,9,5
0,1,0,0,1,55,1,49,3,2,2,0,0,0,0,0,3,2,0,0,0,0,94,87,66,65,6,1,0,0,8,8,14,13,0,0,11,3,15,10
3,0,0,0,0,95,0,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,148,141,117,115,5,1,0,0,15,15,11,10,0,0,3,0,12,10
0,3,0,0,1,73,4,42,7,5,0,0,1,0,0,0,4,0,3,0,0,0,97,90,65,65,9,4,0,0,9,9,14,12,0,0,9,2,13,8
